
2021년2월26일20시3분1초 / 서버가 시작되었습니다.
2021년2월26일20시4분6초 / 서버가 시작되었습니다.
2021년2월26일20시4분6초 / test, 시형 유저 접속
2021년2월26일20시4분6초 / test / 시형 / message : asd
2021년2월26일20시4분6초 / 시형 3.9.png수신완료
2021년2월30일14시5분38초 / 서버가 시작되었습니다.
2021년2월30일14시5분38초 / test, 시형 유저 접속
2021년2월30일14시43분21초 / 서버가 시작되었습니다.
2021년2월30일14시43분21초 / test, 시형 유저 접속
2021년2월30일14시43분21초 / 시형 / test / message : asd
2021년2월30일14시43분21초 / test유저 로그아웃
2021년2월31일4시12분16초 / 서버가 시작되었습니다.
2021년2월31일4시12분16초 / test, 시형 유저 접속
